[10/Jun/2014:17:53:10:000 +0000]|200.19.190.152|10.62.204.42|/Benchmarks/MultiplicaMatrizServlet|0|200.19.190.152|0
[10/Jun/2014:18:02:19:775 +0000]|10.102.12.52|127.0.1.1|/Benchmarks/MultiplicaMatrizServlet|605|10.102.12.52|222
[10/Jun/2014:18:02:19:776 +0000]|10.102.12.52|127.0.1.1|/Benchmarks/MultiplicaMatrizServlet|606|10.102.12.52|222
[10/Jun/2014:18:02:19:777 +0000]|10.102.12.52|127.0.1.1|/Benchmarks/MultiplicaMatrizServlet|608|10.102.12.52|222
[10/Jun/2014:18:02:19:778 +0000]|10.102.12.52|127.0.1.1|/Benchmarks/MultiplicaMatrizServlet|611|10.102.12.52|222
[10/Jun/2014:18:02:19:779 +0000]|10.102.12.52|127.0.1.1|/Benchmarks/MultiplicaMatrizServlet|2848|10.102.12.52|222
[10/Jun/2014:18:02:20:780 +0000]|10.102.12.52|127.0.1.1|/Benchmarks/MultiplicaMatrizServlet|4700|10.102.12.52|223
[10/Jun/2014:18:02:20:781 +0000]|10.102.12.52|127.0.1.1|/Benchmarks/MultiplicaMatrizServlet|4760|10.102.12.52|223
[10/Jun/2014:18:02:26:782 +0000]|10.102.12.52|127.0.1.1|/Benchmarks/MultiplicaMatrizServlet|11846|10.102.12.52|224
[10/Jun/2014:18:02:28:783 +0000]|10.102.12.52|127.0.1.1|/Benchmarks/MultiplicaMatrizServlet|11919|10.102.12.52|223
[10/Jun/2014:18:02:30:784 +0000]|10.102.12.52|127.0.1.1|/Benchmarks/MultiplicaMatrizServlet|3|10.102.12.52|220
[10/Jun/2014:18:02:30:785 +0000]|10.102.12.52|127.0.1.1|/Benchmarks/MultiplicaMatrizServlet|61|10.102.12.52|221
[10/Jun/2014:18:02:30:786 +0000]|10.102.12.52|127.0.1.1|/Benchmarks/MultiplicaMatrizServlet|40|10.102.12.52|221
[10/Jun/2014:18:02:31:787 +0000]|10.102.12.52|127.0.1.1|/Benchmarks/MultiplicaMatrizServlet|118|10.102.12.52|222
[10/Jun/2014:18:02:31:788 +0000]|10.102.12.52|127.0.1.1|/Benchmarks/MultiplicaMatrizServlet|161|10.102.12.52|222
[10/Jun/2014:18:02:31:789 +0000]|10.102.12.52|127.0.1.1|/Benchmarks/MultiplicaMatrizServlet|147|10.102.12.52|222
[10/Jun/2014:18:02:32:790 +0000]|10.102.12.52|127.0.1.1|/Benchmarks/MultiplicaMatrizServlet|565|10.102.12.52|222
[10/Jun/2014:18:02:32:791 +0000]|10.102.12.52|127.0.1.1|/Benchmarks/MultiplicaMatrizServlet|56|10.102.12.52|221
[10/Jun/2014:18:02:32:792 +0000]|10.102.12.52|127.0.1.1|/Benchmarks/MultiplicaMatrizServlet|84|10.102.12.52|221
[10/Jun/2014:18:02:32:793 +0000]|10.102.12.52|127.0.1.1|/Benchmarks/MultiplicaMatrizServlet|112|10.102.12.52|222
[10/Jun/2014:18:02:33:794 +0000]|10.102.12.52|127.0.1.1|/Benchmarks/MultiplicaMatrizServlet|524|10.102.12.52|222
[10/Jun/2014:18:02:33:795 +0000]|10.102.12.52|127.0.1.1|/Benchmarks/MultiplicaMatrizServlet|1052|10.102.12.52|223
[10/Jun/2014:18:02:33:796 +0000]|10.102.12.52|127.0.1.1|/Benchmarks/MultiplicaMatrizServlet|576|10.102.12.52|222
[10/Jun/2014:18:02:35:797 +0000]|10.102.12.52|127.0.1.1|/Benchmarks/MultiplicaMatrizServlet|1134|10.102.12.52|222
[10/Jun/2014:18:02:35:798 +0000]|10.102.12.52|127.0.1.1|/Benchmarks/MultiplicaMatrizServlet|24|10.102.12.52|221
[10/Jun/2014:18:02:35:799 +0000]|10.102.12.52|127.0.1.1|/Benchmarks/MultiplicaMatrizServlet|1376|10.102.12.52|223
[10/Jun/2014:18:02:35:800 +0000]|10.102.12.52|127.0.1.1|/Benchmarks/MultiplicaMatrizServlet|1440|10.102.12.52|223
[10/Jun/2014:18:02:35:801 +0000]|10.102.12.52|127.0.1.1|/Benchmarks/MultiplicaMatrizServlet|1495|10.102.12.52|223
[10/Jun/2014:18:02:35:802 +0000]|10.102.12.52|127.0.1.1|/Benchmarks/MultiplicaMatrizServlet|1539|10.102.12.52|223
[10/Jun/2014:18:02:37:803 +0000]|10.102.12.52|127.0.1.1|/Benchmarks/MultiplicaMatrizServlet|58|10.102.12.52|221
[10/Jun/2014:18:02:38:804 +0000]|10.102.12.52|127.0.1.1|/Benchmarks/MultiplicaMatrizServlet|517|10.102.12.52|222
[10/Jun/2014:18:02:38:805 +0000]|10.102.12.52|127.0.1.1|/Benchmarks/MultiplicaMatrizServlet|28|10.102.12.52|221
[10/Jun/2014:18:02:38:806 +0000]|10.102.12.52|127.0.1.1|/Benchmarks/MultiplicaMatrizServlet|777|10.102.12.52|222
[10/Jun/2014:18:02:38:807 +0000]|10.102.12.52|127.0.1.1|/Benchmarks/MultiplicaMatrizServlet|3024|10.102.12.52|223
[10/Jun/2014:18:02:38:808 +0000]|10.102.12.52|127.0.1.1|/Benchmarks/MultiplicaMatrizServlet|873|10.102.12.52|222
[10/Jun/2014:18:02:38:809 +0000]|10.102.12.52|127.0.1.1|/Benchmarks/MultiplicaMatrizServlet|921|10.102.12.52|222
[10/Jun/2014:18:02:38:810 +0000]|10.102.12.52|127.0.1.1|/Benchmarks/MultiplicaMatrizServlet|3254|10.102.12.52|223
[10/Jun/2014:18:02:38:811 +0000]|10.102.12.52|127.0.1.1|/Benchmarks/MultiplicaMatrizServlet|967|10.102.12.52|222
[10/Jun/2014:18:02:38:812 +0000]|10.102.12.52|127.0.1.1|/Benchmarks/MultiplicaMatrizServlet|969|10.102.12.52|222
[10/Jun/2014:18:02:38:813 +0000]|10.102.12.52|127.0.1.1|/Benchmarks/MultiplicaMatrizServlet|3272|10.102.12.52|223
[10/Jun/2014:18:02:38:814 +0000]|10.102.12.52|127.0.1.1|/Benchmarks/MultiplicaMatrizServlet|973|10.102.12.52|222
[10/Jun/2014:18:02:38:815 +0000]|10.102.12.52|127.0.1.1|/Benchmarks/MultiplicaMatrizServlet|976|10.102.12.52|222
[10/Jun/2014:18:02:38:816 +0000]|10.102.12.52|127.0.1.1|/Benchmarks/MultiplicaMatrizServlet|3278|10.102.12.52|223
[10/Jun/2014:18:02:42:817 +0000]|10.102.12.52|127.0.1.1|/Benchmarks/MultiplicaMatrizServlet|3964|10.102.12.52|223
[10/Jun/2014:18:02:42:818 +0000]|10.102.12.52|127.0.1.1|/Benchmarks/MultiplicaMatrizServlet|148|10.102.12.52|222
[10/Jun/2014:18:02:42:819 +0000]|10.102.12.52|127.0.1.1|/Benchmarks/MultiplicaMatrizServlet|216|10.102.12.52|222
[10/Jun/2014:18:02:42:820 +0000]|10.102.12.52|127.0.1.1|/Benchmarks/MultiplicaMatrizServlet|303|10.102.12.52|222
[10/Jun/2014:18:02:42:821 +0000]|10.102.12.52|127.0.1.1|/Benchmarks/MultiplicaMatrizServlet|356|10.102.12.52|222
[10/Jun/2014:18:02:42:822 +0000]|10.102.12.52|127.0.1.1|/Benchmarks/MultiplicaMatrizServlet|368|10.102.12.52|222
[10/Jun/2014:18:02:42:823 +0000]|10.102.12.52|127.0.1.1|/Benchmarks/MultiplicaMatrizServlet|372|10.102.12.52|222
[10/Jun/2014:18:02:43:824 +0000]|10.102.12.52|127.0.1.1|/Benchmarks/MultiplicaMatrizServlet|118|10.102.12.52|222
[10/Jun/2014:18:02:43:825 +0000]|10.102.12.52|127.0.1.1|/Benchmarks/MultiplicaMatrizServlet|491|10.102.12.52|222
[10/Jun/2014:18:02:43:826 +0000]|10.102.12.52|127.0.1.1|/Benchmarks/MultiplicaMatrizServlet|1306|10.102.12.52|223
[10/Jun/2014:18:02:43:827 +0000]|10.102.12.52|127.0.1.1|/Benchmarks/MultiplicaMatrizServlet|1366|10.102.12.52|223
[10/Jun/2014:18:02:43:828 +0000]|10.102.12.52|127.0.1.1|/Benchmarks/MultiplicaMatrizServlet|1426|10.102.12.52|223
[10/Jun/2014:18:02:43:829 +0000]|10.102.12.52|127.0.1.1|/Benchmarks/MultiplicaMatrizServlet|1475|10.102.12.52|223
[10/Jun/2014:18:02:44:830 +0000]|10.102.12.52|127.0.1.1|/Benchmarks/MultiplicaMatrizServlet|5132|10.102.12.52|223
[10/Jun/2014:18:02:44:831 +0000]|10.102.12.52|127.0.1.1|/Benchmarks/MultiplicaMatrizServlet|1526|10.102.12.52|223
[10/Jun/2014:18:02:44:832 +0000]|10.102.12.52|127.0.1.1|/Benchmarks/MultiplicaMatrizServlet|1538|10.102.12.52|223
[10/Jun/2014:18:02:44:833 +0000]|10.102.12.52|127.0.1.1|/Benchmarks/MultiplicaMatrizServlet|5651|10.102.12.52|223
[10/Jun/2014:18:02:44:834 +0000]|10.102.12.52|127.0.1.1|/Benchmarks/MultiplicaMatrizServlet|1564|10.102.12.52|223
[10/Jun/2014:18:02:44:835 +0000]|10.102.12.52|127.0.1.1|/Benchmarks/MultiplicaMatrizServlet|1569|10.102.12.52|223
[10/Jun/2014:18:02:50:836 +0000]|10.102.12.52|127.0.1.1|/Benchmarks/MultiplicaMatrizServlet|627|10.102.12.52|222
[10/Jun/2014:18:02:50:837 +0000]|10.102.12.52|127.0.1.1|/Benchmarks/MultiplicaMatrizServlet|671|10.102.12.52|222
[10/Jun/2014:18:02:50:838 +0000]|10.102.12.52|127.0.1.1|/Benchmarks/MultiplicaMatrizServlet|711|10.102.12.52|222
[10/Jun/2014:18:02:50:839 +0000]|10.102.12.52|127.0.1.1|/Benchmarks/MultiplicaMatrizServlet|757|10.102.12.52|222
[10/Jun/2014:18:02:51:840 +0000]|10.102.12.52|127.0.1.1|/Benchmarks/MultiplicaMatrizServlet|702|10.102.12.52|222
[10/Jun/2014:18:02:51:841 +0000]|10.102.12.52|127.0.1.1|/Benchmarks/MultiplicaMatrizServlet|715|10.102.12.52|222
[10/Jun/2014:18:02:51:842 +0000]|10.102.12.52|127.0.1.1|/Benchmarks/MultiplicaMatrizServlet|81|10.102.12.52|221
[10/Jun/2014:18:02:53:843 +0000]|10.102.12.52|127.0.1.1|/Benchmarks/MultiplicaMatrizServlet|3153|10.102.12.52|223
[10/Jun/2014:18:02:53:844 +0000]|10.102.12.52|127.0.1.1|/Benchmarks/MultiplicaMatrizServlet|10712|10.102.12.52|224
[10/Jun/2014:18:02:53:845 +0000]|10.102.12.52|127.0.1.1|/Benchmarks/MultiplicaMatrizServlet|9264|10.102.12.52|223
[10/Jun/2014:18:02:54:846 +0000]|10.102.12.52|127.0.1.1|/Benchmarks/MultiplicaMatrizServlet|2981|10.102.12.52|223
[10/Jun/2014:18:02:54:847 +0000]|10.102.12.52|127.0.1.1|/Benchmarks/MultiplicaMatrizServlet|804|10.102.12.52|222
[10/Jun/2014:18:02:55:848 +0000]|10.102.12.52|127.0.1.1|/Benchmarks/MultiplicaMatrizServlet|3206|10.102.12.52|223
[10/Jun/2014:18:02:55:849 +0000]|10.102.12.52|127.0.1.1|/Benchmarks/MultiplicaMatrizServlet|3264|10.102.12.52|223
[10/Jun/2014:18:02:55:850 +0000]|10.102.12.52|127.0.1.1|/Benchmarks/MultiplicaMatrizServlet|3319|10.102.12.52|223
[10/Jun/2014:18:02:55:851 +0000]|10.102.12.52|127.0.1.1|/Benchmarks/MultiplicaMatrizServlet|9986|10.102.12.52|223
[10/Jun/2014:18:02:55:852 +0000]|10.102.12.52|127.0.1.1|/Benchmarks/MultiplicaMatrizServlet|8807|10.102.12.52|223
[10/Jun/2014:18:02:55:853 +0000]|10.102.12.52|127.0.1.1|/Benchmarks/MultiplicaMatrizServlet|8893|10.102.12.52|223
[10/Jun/2014:18:02:55:854 +0000]|10.102.12.52|127.0.1.1|/Benchmarks/MultiplicaMatrizServlet|8993|10.102.12.52|224
[10/Jun/2014:18:02:55:855 +0000]|10.102.12.52|127.0.1.1|/Benchmarks/MultiplicaMatrizServlet|9016|10.102.12.52|224
[10/Jun/2014:18:02:55:856 +0000]|10.102.12.52|127.0.1.1|/Benchmarks/MultiplicaMatrizServlet|9039|10.102.12.52|224
[10/Jun/2014:18:02:55:857 +0000]|10.102.12.52|127.0.1.1|/Benchmarks/MultiplicaMatrizServlet|3203|10.102.12.52|224
[10/Jun/2014:18:02:55:858 +0000]|10.102.12.52|127.0.1.1|/Benchmarks/MultiplicaMatrizServlet|8024|10.102.12.52|224
[10/Jun/2014:18:02:55:859 +0000]|10.102.12.52|127.0.1.1|/Benchmarks/MultiplicaMatrizServlet|8130|10.102.12.52|224
[10/Jun/2014:18:02:55:860 +0000]|10.102.12.52|127.0.1.1|/Benchmarks/MultiplicaMatrizServlet|8185|10.102.12.52|224
[10/Jun/2014:18:02:55:861 +0000]|10.102.12.52|127.0.1.1|/Benchmarks/MultiplicaMatrizServlet|8239|10.102.12.52|224
[10/Jun/2014:18:02:56:862 +0000]|10.102.12.52|127.0.1.1|/Benchmarks/MultiplicaMatrizServlet|7983|10.102.12.52|224
[10/Jun/2014:18:02:56:863 +0000]|10.102.12.52|127.0.1.1|/Benchmarks/MultiplicaMatrizServlet|8058|10.102.12.52|224
[10/Jun/2014:18:02:56:864 +0000]|10.102.12.52|127.0.1.1|/Benchmarks/MultiplicaMatrizServlet|8109|10.102.12.52|224
[10/Jun/2014:18:02:56:865 +0000]|10.102.12.52|127.0.1.1|/Benchmarks/MultiplicaMatrizServlet|8169|10.102.12.52|224
[10/Jun/2014:18:02:59:866 +0000]|10.102.12.52|127.0.1.1|/Benchmarks/MultiplicaMatrizServlet|9489|10.102.12.52|224
[10/Jun/2014:18:02:59:867 +0000]|10.102.12.52|127.0.1.1|/Benchmarks/MultiplicaMatrizServlet|15485|10.102.12.52|225
[10/Jun/2014:18:02:59:868 +0000]|10.102.12.52|127.0.1.1|/Benchmarks/MultiplicaMatrizServlet|15567|10.102.12.52|225
[10/Jun/2014:18:03:00:869 +0000]|10.102.12.52|127.0.1.1|/Benchmarks/MultiplicaMatrizServlet|15723|10.102.12.52|225
[10/Jun/2014:18:03:00:870 +0000]|10.102.12.52|127.0.1.1|/Benchmarks/MultiplicaMatrizServlet|15733|10.102.12.52|225
[10/Jun/2014:18:03:02:871 +0000]|10.102.12.52|127.0.1.1|/Benchmarks/MultiplicaMatrizServlet|12340|10.102.12.52|225
[10/Jun/2014:18:03:03:872 +0000]|10.102.12.52|127.0.1.1|/Benchmarks/MultiplicaMatrizServlet|17884|10.102.12.52|225
[10/Jun/2014:18:03:03:873 +0000]|10.102.12.52|127.0.1.1|/Benchmarks/MultiplicaMatrizServlet|4552|10.102.12.52|224
[10/Jun/2014:18:03:03:874 +0000]|10.102.12.52|127.0.1.1|/Benchmarks/MultiplicaMatrizServlet|19472|10.102.12.52|225
[10/Jun/2014:18:03:05:875 +0000]|10.102.12.52|127.0.1.1|/Benchmarks/MultiplicaMatrizServlet|6457|10.102.12.52|224
[10/Jun/2014:18:03:06:876 +0000]|10.102.12.52|127.0.1.1|/Benchmarks/MultiplicaMatrizServlet|12354|10.102.12.52|225
[10/Jun/2014:18:03:06:877 +0000]|10.102.12.52|127.0.1.1|/Benchmarks/MultiplicaMatrizServlet|12375|10.102.12.52|225
[10/Jun/2014:18:03:06:878 +0000]|10.102.12.52|127.0.1.1|/Benchmarks/MultiplicaMatrizServlet|12398|10.102.12.52|225
[10/Jun/2014:18:03:06:879 +0000]|10.102.12.52|127.0.1.1|/Benchmarks/MultiplicaMatrizServlet|12424|10.102.12.52|225
[10/Jun/2014:18:03:06:880 +0000]|10.102.12.52|127.0.1.1|/Benchmarks/MultiplicaMatrizServlet|12440|10.102.12.52|225
[10/Jun/2014:18:03:40:881 +0000]|200.17.41.179|127.0.1.1|/Benchmarks/MultiplicaMatrizServlet|47|200.17.41.179|222
[10/Jun/2014:18:03:44:882 +0000]|200.17.41.179|127.0.1.1|/Benchmarks/MultiplicaMatrizServlet|3|200.17.41.179|221
[10/Jun/2014:18:04:58:883 +0000]|10.102.12.52|127.0.1.1|/Benchmarks/MultiplicaMatrizServlet|3|10.102.12.52|221
[10/Jun/2014:18:04:58:884 +0000]|10.102.12.52|127.0.1.1|/Benchmarks/MultiplicaMatrizServlet|40|10.102.12.52|222
[10/Jun/2014:18:04:59:885 +0000]|10.102.12.52|127.0.1.1|/Benchmarks/MultiplicaMatrizServlet|78|10.102.12.52|222
[10/Jun/2014:18:04:59:886 +0000]|10.102.12.52|127.0.1.1|/Benchmarks/MultiplicaMatrizServlet|53|10.102.12.52|222
[10/Jun/2014:18:04:59:887 +0000]|10.102.12.52|127.0.1.1|/Benchmarks/MultiplicaMatrizServlet|104|10.102.12.52|223
[10/Jun/2014:18:04:59:888 +0000]|10.102.12.52|127.0.1.1|/Benchmarks/MultiplicaMatrizServlet|106|10.102.12.52|223
[10/Jun/2014:18:05:00:889 +0000]|10.102.12.52|127.0.1.1|/Benchmarks/MultiplicaMatrizServlet|32|10.102.12.52|222
[10/Jun/2014:18:05:00:890 +0000]|10.102.12.52|127.0.1.1|/Benchmarks/MultiplicaMatrizServlet|16|10.102.12.52|222
[10/Jun/2014:18:05:01:891 +0000]|10.102.12.52|127.0.1.1|/Benchmarks/MultiplicaMatrizServlet|452|10.102.12.52|223
[10/Jun/2014:18:05:01:892 +0000]|10.102.12.52|127.0.1.1|/Benchmarks/MultiplicaMatrizServlet|524|10.102.12.52|223
[10/Jun/2014:18:05:01:893 +0000]|10.102.12.52|127.0.1.1|/Benchmarks/MultiplicaMatrizServlet|1031|10.102.12.52|224
[10/Jun/2014:18:05:01:894 +0000]|10.102.12.52|127.0.1.1|/Benchmarks/MultiplicaMatrizServlet|546|10.102.12.52|223
[10/Jun/2014:18:05:02:895 +0000]|10.102.12.52|127.0.1.1|/Benchmarks/MultiplicaMatrizServlet|677|10.102.12.52|223
[10/Jun/2014:18:05:02:896 +0000]|10.102.12.52|127.0.1.1|/Benchmarks/MultiplicaMatrizServlet|701|10.102.12.52|223
[10/Jun/2014:18:05:03:897 +0000]|10.102.12.52|127.0.1.1|/Benchmarks/MultiplicaMatrizServlet|728|10.102.12.52|223
[10/Jun/2014:18:05:03:898 +0000]|10.102.12.52|127.0.1.1|/Benchmarks/MultiplicaMatrizServlet|752|10.102.12.52|223
[10/Jun/2014:18:05:04:899 +0000]|10.102.12.52|127.0.1.1|/Benchmarks/MultiplicaMatrizServlet|40|10.102.12.52|222
[10/Jun/2014:18:05:04:900 +0000]|10.102.12.52|127.0.1.1|/Benchmarks/MultiplicaMatrizServlet|1097|10.102.12.52|223
[10/Jun/2014:18:05:05:901 +0000]|10.102.12.52|127.0.1.1|/Benchmarks/MultiplicaMatrizServlet|591|10.102.12.52|223
[10/Jun/2014:18:05:05:902 +0000]|10.102.12.52|127.0.1.1|/Benchmarks/MultiplicaMatrizServlet|2156|10.102.12.52|224
[10/Jun/2014:18:05:05:903 +0000]|10.102.12.52|127.0.1.1|/Benchmarks/MultiplicaMatrizServlet|2173|10.102.12.52|224
[10/Jun/2014:18:05:05:904 +0000]|10.102.12.52|127.0.1.1|/Benchmarks/MultiplicaMatrizServlet|2195|10.102.12.52|224
[10/Jun/2014:18:05:05:905 +0000]|10.102.12.52|127.0.1.1|/Benchmarks/MultiplicaMatrizServlet|2212|10.102.12.52|224
[10/Jun/2014:18:05:05:906 +0000]|10.102.12.52|127.0.1.1|/Benchmarks/MultiplicaMatrizServlet|768|10.102.12.52|223
[10/Jun/2014:18:05:05:907 +0000]|10.102.12.52|127.0.1.1|/Benchmarks/MultiplicaMatrizServlet|1274|10.102.12.52|224
[10/Jun/2014:18:05:05:908 +0000]|10.102.12.52|127.0.1.1|/Benchmarks/MultiplicaMatrizServlet|1295|10.102.12.52|224
[10/Jun/2014:18:05:08:909 +0000]|10.102.12.52|127.0.1.1|/Benchmarks/MultiplicaMatrizServlet|72|10.102.12.52|222
[10/Jun/2014:18:05:08:910 +0000]|10.102.12.52|127.0.1.1|/Benchmarks/MultiplicaMatrizServlet|177|10.102.12.52|223
[10/Jun/2014:18:05:08:911 +0000]|10.102.12.52|127.0.1.1|/Benchmarks/MultiplicaMatrizServlet|243|10.102.12.52|223
[10/Jun/2014:18:05:09:912 +0000]|10.102.12.52|127.0.1.1|/Benchmarks/MultiplicaMatrizServlet|2199|10.102.12.52|224
[10/Jun/2014:18:05:09:913 +0000]|10.102.12.52|127.0.1.1|/Benchmarks/MultiplicaMatrizServlet|2212|10.102.12.52|224
[10/Jun/2014:18:05:09:914 +0000]|10.102.12.52|127.0.1.1|/Benchmarks/MultiplicaMatrizServlet|2237|10.102.12.52|224
[10/Jun/2014:18:05:09:915 +0000]|10.102.12.52|127.0.1.1|/Benchmarks/MultiplicaMatrizServlet|4833|10.102.12.52|224
[10/Jun/2014:18:05:09:916 +0000]|10.102.12.52|127.0.1.1|/Benchmarks/MultiplicaMatrizServlet|3318|10.102.12.52|224
[10/Jun/2014:18:05:09:917 +0000]|10.102.12.52|127.0.1.1|/Benchmarks/MultiplicaMatrizServlet|3354|10.102.12.52|224
[10/Jun/2014:18:05:09:918 +0000]|10.102.12.52|127.0.1.1|/Benchmarks/MultiplicaMatrizServlet|3395|10.102.12.52|224
[10/Jun/2014:18:05:09:919 +0000]|10.102.12.52|127.0.1.1|/Benchmarks/MultiplicaMatrizServlet|3436|10.102.12.52|224
[10/Jun/2014:18:05:09:920 +0000]|10.102.12.52|127.0.1.1|/Benchmarks/MultiplicaMatrizServlet|2448|10.102.12.52|224
[10/Jun/2014:18:05:12:921 +0000]|10.102.12.52|127.0.1.1|/Benchmarks/MultiplicaMatrizServlet|2124|10.102.12.52|224
[10/Jun/2014:18:05:13:922 +0000]|10.102.12.52|127.0.1.1|/Benchmarks/MultiplicaMatrizServlet|3256|10.102.12.52|224
[10/Jun/2014:18:05:13:923 +0000]|10.102.12.52|127.0.1.1|/Benchmarks/MultiplicaMatrizServlet|3293|10.102.12.52|224
[10/Jun/2014:18:05:13:924 +0000]|10.102.12.52|127.0.1.1|/Benchmarks/MultiplicaMatrizServlet|3328|10.102.12.52|224
[10/Jun/2014:18:05:13:925 +0000]|10.102.12.52|127.0.1.1|/Benchmarks/MultiplicaMatrizServlet|4915|10.102.12.52|224
[10/Jun/2014:18:05:13:926 +0000]|10.102.12.52|127.0.1.1|/Benchmarks/MultiplicaMatrizServlet|187|10.102.12.52|223
[10/Jun/2014:18:05:13:927 +0000]|10.102.12.52|127.0.1.1|/Benchmarks/MultiplicaMatrizServlet|3413|10.102.12.52|224
[10/Jun/2014:18:05:13:928 +0000]|10.102.12.52|127.0.1.1|/Benchmarks/MultiplicaMatrizServlet|216|10.102.12.52|223
[10/Jun/2014:18:05:13:929 +0000]|10.102.12.52|127.0.1.1|/Benchmarks/MultiplicaMatrizServlet|15|10.102.12.52|222
[10/Jun/2014:18:05:13:930 +0000]|10.102.12.52|127.0.1.1|/Benchmarks/MultiplicaMatrizServlet|2|10.102.12.52|221
[10/Jun/2014:18:05:13:931 +0000]|10.102.12.52|127.0.1.1|/Benchmarks/MultiplicaMatrizServlet|2324|10.102.12.52|224
[10/Jun/2014:18:05:13:932 +0000]|10.102.12.52|127.0.1.1|/Benchmarks/MultiplicaMatrizServlet|2342|10.102.12.52|224
[10/Jun/2014:18:05:13:933 +0000]|10.102.12.52|127.0.1.1|/Benchmarks/MultiplicaMatrizServlet|2356|10.102.12.52|224
[10/Jun/2014:18:05:18:934 +0000]|10.102.12.52|127.0.1.1|/Benchmarks/MultiplicaMatrizServlet|8470|10.102.12.52|224
[10/Jun/2014:18:05:18:935 +0000]|10.102.12.52|127.0.1.1|/Benchmarks/MultiplicaMatrizServlet|5506|10.102.12.52|224
[10/Jun/2014:18:05:19:936 +0000]|10.102.12.52|127.0.1.1|/Benchmarks/MultiplicaMatrizServlet|605|10.102.12.52|223
[10/Jun/2014:18:05:19:937 +0000]|10.102.12.52|127.0.1.1|/Benchmarks/MultiplicaMatrizServlet|655|10.102.12.52|223
[10/Jun/2014:18:05:19:938 +0000]|10.102.12.52|127.0.1.1|/Benchmarks/MultiplicaMatrizServlet|5183|10.102.12.52|224
[10/Jun/2014:18:05:19:939 +0000]|10.102.12.52|127.0.1.1|/Benchmarks/MultiplicaMatrizServlet|6231|10.102.12.52|224
[10/Jun/2014:18:05:19:940 +0000]|10.102.12.52|127.0.1.1|/Benchmarks/MultiplicaMatrizServlet|6267|10.102.12.52|224
[10/Jun/2014:18:05:19:941 +0000]|10.102.12.52|127.0.1.1|/Benchmarks/MultiplicaMatrizServlet|34|10.102.12.52|222
[10/Jun/2014:18:05:19:942 +0000]|10.102.12.52|127.0.1.1|/Benchmarks/MultiplicaMatrizServlet|1355|10.102.12.52|224
[10/Jun/2014:18:05:22:943 +0000]|10.102.12.52|127.0.1.1|/Benchmarks/MultiplicaMatrizServlet|12300|10.102.12.52|225
[10/Jun/2014:18:05:22:944 +0000]|10.102.12.52|127.0.1.1|/Benchmarks/MultiplicaMatrizServlet|12347|10.102.12.52|225
[10/Jun/2014:18:05:22:945 +0000]|10.102.12.52|127.0.1.1|/Benchmarks/MultiplicaMatrizServlet|8603|10.102.12.52|224
[10/Jun/2014:18:05:22:946 +0000]|10.102.12.52|127.0.1.1|/Benchmarks/MultiplicaMatrizServlet|8695|10.102.12.52|224
[10/Jun/2014:18:05:22:947 +0000]|10.102.12.52|127.0.1.1|/Benchmarks/MultiplicaMatrizServlet|7964|10.102.12.52|224
[10/Jun/2014:18:05:22:948 +0000]|10.102.12.52|127.0.1.1|/Benchmarks/MultiplicaMatrizServlet|6739|10.102.12.52|224
[10/Jun/2014:18:05:24:949 +0000]|10.102.12.52|127.0.1.1|/Benchmarks/MultiplicaMatrizServlet|2285|10.102.12.52|224
[10/Jun/2014:18:05:24:950 +0000]|10.102.12.52|127.0.1.1|/Benchmarks/MultiplicaMatrizServlet|68|10.102.12.52|222
[10/Jun/2014:18:05:24:951 +0000]|10.102.12.52|127.0.1.1|/Benchmarks/MultiplicaMatrizServlet|75|10.102.12.52|222
[10/Jun/2014:18:05:24:952 +0000]|10.102.12.52|127.0.1.1|/Benchmarks/MultiplicaMatrizServlet|99|10.102.12.52|222
[10/Jun/2014:18:05:24:953 +0000]|10.102.12.52|127.0.1.1|/Benchmarks/MultiplicaMatrizServlet|50|10.102.12.52|222
[10/Jun/2014:18:05:24:954 +0000]|10.102.12.52|127.0.1.1|/Benchmarks/MultiplicaMatrizServlet|6|10.102.12.52|221
[10/Jun/2014:18:05:24:955 +0000]|10.102.12.52|127.0.1.1|/Benchmarks/MultiplicaMatrizServlet|2|10.102.12.52|221
[10/Jun/2014:18:05:24:956 +0000]|10.102.12.52|127.0.1.1|/Benchmarks/MultiplicaMatrizServlet|4911|10.102.12.52|224
[10/Jun/2014:18:05:25:957 +0000]|10.102.12.52|127.0.1.1|/Benchmarks/MultiplicaMatrizServlet|6116|10.102.12.52|224
[10/Jun/2014:18:05:25:958 +0000]|10.102.12.52|127.0.1.1|/Benchmarks/MultiplicaMatrizServlet|3234|10.102.12.52|224
[10/Jun/2014:18:05:25:959 +0000]|10.102.12.52|127.0.1.1|/Benchmarks/MultiplicaMatrizServlet|3269|10.102.12.52|224
[10/Jun/2014:18:05:25:960 +0000]|10.102.12.52|127.0.1.1|/Benchmarks/MultiplicaMatrizServlet|3312|10.102.12.52|224
[10/Jun/2014:18:05:25:961 +0000]|10.102.12.52|127.0.1.1|/Benchmarks/MultiplicaMatrizServlet|10593|10.102.12.52|224
[10/Jun/2014:18:05:27:962 +0000]|10.102.12.52|127.0.1.1|/Benchmarks/MultiplicaMatrizServlet|14169|10.102.12.52|225
[10/Jun/2014:18:05:27:963 +0000]|10.102.12.52|127.0.1.1|/Benchmarks/MultiplicaMatrizServlet|13203|10.102.12.52|225
